	Unnamed: 0	id	utterances	utterances_ntclean	sender	addressee	Comfun1	dial_type	Comfun2	interjection	subobjvrb	aux_keywords	Dim1	Dim2	Comfun3	dialog_policy	dialog_CA
3443	3443	DID42	they wo not respect the women when they go outside	they wo not respect the women when they go outside	p1	p2	Inform	chitChatHh		women	they women they women wo respect go	wo nt respect			Inform	Progressive	FPPinsert
3444	3444	DID42	yeah yeah	  yeah yeah	p2	p1	Agreement	chitChatHh		 yeah yeah	 				Agreement	Progressive	SPPbase
3445	3445	DID42	it will never happen	  it will never happen	p2	p1	Suggest	chitChatHh		 	it will happen	will never happen			Suggest	Binding	FPPbase
3446	3446	DID42	that	that	p2	p1	Turnkeep	chitChatHh			 				Turnkeep	CoOccur	FPPinsert
3447	3447	DID42	when they go into the society they will respect other women	when they go into the society they will respect other women	p1	p2	Suggest	chitChatHh		society women	they society they women women go will respect	will respect other			Suggest	Binding	FPPbase
3448	3448	DID42	other women	  other women	p1	p2	Turnkeep	chitChatHh		 women	women 				Turnkeep	CoOccur	FPPinsert
3449	3449	DID42	and women respecting other men	and women respecting other men	p2	p1	Turngrab	chitChatHh		and women men	women men men respecting				Turngrab	CoOccur	FPPinsert
3450	3450	DID42	if the mother is not telling her boy to behave properly	  if the mother is not telling her boy to behave properly	p2	p1	Suggest	chitChatHh		 mother boy	mother boy boy is telling behave	is not telling to behave properly			Suggest	Binding	FPPbase
3451	3451	DID42	the boy will never behave properly	the boy will never behave properly	p1	p2	Addresssuggest	chitChatHh		boy	boy will behave	will never behave			Addresssuggest	Binding	SPPbase
3452	3452	DID42	even I think the same	  even I think the same	p1	p2	Acceptsuggest	chitChatHh		 I	I think				Acceptsuggest	Binding	SPPbase
3453	3453	DID42	that	that	p1	p2	Turnkeep	chitChatHh			 				Turnkeep	CoOccur	FPPinsert
3454	3454	DID42	most of the Indian men have developed the mentality that women are objects	most of the Indian men have developed the mentality that women are objects	p2	p1	Interactionstructuring	chitChatHh		men mentality women objects	most men mentality women objects mentality have developed are	have developed the			Interactionstructuring	Binding	FPPbase
3455	3455	DID42	and that is really really frustrating	  and that is really really frustrating	p1	p2	Suggest	chitChatHh		 and	that is				Suggest	Binding	FPPbase
3456	3456	DID42	its pathetic for us to see	  its pathetic for us to see	p2	p1	Turntake	chitChatHh		 pathetic	pathetic us see				Turntake	CoOccur	FPPinsert
3457	3457	DID42	its dangerous	  its dangerous	p2	p1	Turnkeep	chitChatHh		 	 				Turnkeep	CoOccur	FPPinsert
3458	3458	DID42	if see	if see	p2	p1	Stalling	chitChatHh			 see				Stalling	CoOccur	FPPinsert
3459	3459	DID42	as soon you grow in your position and designation in the society there comes lot of responsibility	as soon you grow in your position and designation in the society there comes lot of responsibility	p2	p1	Inform	chitChatHh		position and designation society lot responsibility	you position designation society lot responsibility grow comes				Inform	Progressive	FPPinsert
3460	3460	DID42	freedom comes with accountability and designation comes with responsibility	freedom comes with accountability and designation comes with responsibility  	p2	p1	Inform	chitChatHh		freedom accountability and designation responsibility 	freedom accountability designation responsibility comes comes				Inform	Progressive	FPPinsert
3461	3461	DID42	and we see lot of political leaders commenting on rape	and we see lot of political leaders commenting on rape	p2	p1	Suggest	chitChatHh		and lot leaders rape	we lot leaders rape lot see commenting				Suggest	Binding	FPPbase
3462	3462	DID42	like means	like means  	p2	p1	Stalling	chitChatHh		means 	means 				Stalling	CoOccur	FPPinsert
3463	3463	DID42	are they human or not	are they human or not	p1	p2	Question	chitChatHh		or	they are				Question	Binding	FPPbase
3464	3464	DID42	it just feels that they do not have any feelings	  it just feels that they do not have any feelings	p2	p1	Answer	chitChatHh		 feelings	it they feelings feelings feels do have	do nt have			Answer	Progressive	SPPbase
3465	3465	DID42	they are the leaders of the society	 they are the leaders of the society	p2	p1	Suggest	chitChatHh		leaders society	they leaders society are				Suggest	Binding	FPPbase
3466	3466	DID42	and	and	p2	p1	Turnkeep	chitChatHh		and	 				Turnkeep	CoOccur	FPPinsert
3467	3467	DID42	they are running the government and so	they are running the government and so	p2	p1	Inform	chitChatHh		government and	they government government are running	are running the			Inform	Progressive	FPPinsert
3468	3468	DID42	and its not like the society made them	and its not like the society made them	p1	p2	Disagreement	chitChatHh		and society	society them made				Disagreement	Progressive	SPPbase
3469	3469	DID42	its like the parenting made them	its like the parenting made them	p2	p1	Confirm	chitChatHh		parenting	parenting them made				Confirm	Progressive	SPPbase
3470	3470	DID42	yes	  yes	p2	p1	Agreement	chitChatHh		 yes	 				Agreement	Progressive	SPPbase
3471	3471	DID42	I think	I think	p2	p1	Turnkeep	chitChatHh		I	I think				Turnkeep	CoOccur	FPPinsert
3472	3472	DID42	if we have to fix something	if we have to fix something	p2	p1	Inform	chitChatHh		something	we something something have fix	to fix something			Inform	Progressive	FPPinsert
3473	3473	DID42	we have to repair ourselves	we have to repair ourselves	p2	p2	Suggest	chitChatHh			we ourselves have repair	to repair ourselves			Suggest	Binding	FPPbase
3474	3474	DID42	it is the first thing we have to repair our parenting	it is the first thing we have to repair our parenting	p2	p2	Suggest	chitChatHh		thing parenting	it thing we parenting parenting is have repair	to repair our			Suggest	Binding	FPPbase
3475	3475	DID42	we have to be vary careful about it	we have to be vary careful about it	p1	p2	Inform	chitChatHh			we have be vary	to be vary be vary careful			Inform	Progressive	FPPinsert
3476	3476	DID42	we should not criticize other cultures and society like they are divorcing	we should not criticize other cultures and society like they are divorcing	p2	p1	Suggest	chitChatHh		cultures and society	we cultures society they cultures should criticize are divorcing				Suggest	Binding	FPPbase
3477	3477	DID42	put the blame on them	  put the blame on them	p2	p1	Suggest	chitChatHh		 blame	blame blame put				Suggest	Binding	FPPbase
3478	3478	DID42	they are doing live - in relation	  they are doing live - in relation	p2	p1	Suggest	chitChatHh		 - relation	they relation relation are doing	are doing live			Suggest	Binding	FPPbase
3479	3479	DID42	that is their culture	that is their culture	p2	p1	Inform	chitChatHh		culture	that culture is				Inform	Progressive	FPPinsert
3480	3480	DID42	and	and	p2	p1	Turnkeep	chitChatHh		and	 				Turnkeep	CoOccur	FPPinsert
3481	3481	DID42	we should respect	we should respect	p2	p1	Suggest	chitChatHh			we should respect				Suggest	Binding	FPPbase
3482	3482	DID42	and	and	p2	p1	Turnkeep	chitChatHh		and	 				Turnkeep	CoOccur	FPPinsert
3483	3483	DID42	you have to think about the best values	you have to think about the best values	p2	p1	Suggest	chitChatHh		values	you values have think	to think about			Suggest	Binding	FPPbase
3484	3484	DID42	that we can get from there	that we can get from there	p2	p1	Inform	chitChatHh			we can get	can get from			Inform	Progressive	FPPinsert
3485	3485	DID42	and	and	p2	p1	Turnkeep	chitChatHh		and	 				Turnkeep	CoOccur	FPPinsert
3486	3486	DID42	can bring in your parenting	can bring in your parenting	p2	p1	Inform	chitChatHh		parenting	parenting parenting can bring	can bring in			Inform	Progressive	FPPinsert
3487	3487	DID42	I do not feel any difference of Swedish mother and the Indian mother	I do not feel any difference of Swedish mother and the Indian mother	p2	p1	Addresssuggest	chitChatHh		I difference mother and mother	I difference mother mother difference do feel	do not feel			Addresssuggest	Binding	SPPbase
3488	3488	DID42	they also care about their children	they also care about their children	p2	p1	Inform	chitChatHh		children	they children care				Inform	Progressive	FPPinsert
3489	3489	DID42	they are also affectionate about their children	they are also affectionate about their children	p2	p1	Inform	chitChatHh		children	they children are				Inform	Progressive	FPPinsert
3490	3490	DID42	there was some celebration in the campus	there was some celebration in the campus	p2	p1	Confirm	chitChatHh		celebration campus	celebration campus was				Confirm	Progressive	SPPbase
3491	3491	DID42	where I have seen many mothers came with their sons and the girls also	where I have seen many mothers came with their sons and the girls also	p1	p2	Confirm	chitChatHh		I mothers sons and girls	I mothers sons girls have seen came	have seen many			Confirm	Progressive	SPPbase
3492	3492	DID42	they were dressing like the Indian mothers were dressed	they were dressing like the Indian mothers were dressed	p2	p1	Confirm	chitChatHh		mothers	they mothers were dressing were dressed				Confirm	Progressive	SPPbase
3493	3493	DID42	yeah a mother is mother whether she is in Europe US or in India	yeah a mother is mother whether she is in Europe US or in India	p2	p1	Confirm	chitChatHh		yeah a mother mother or	mother mother she is is	 			Confirm	Progressive	SPPbase
3494	3494	DID42	but you will see	  but you will see	p2	p1	Disagreement	chitChatHh		 but	you will see				Disagreement	Progressive	SPPbase
3495	3495	DID42	that	that	p2	p1	Turnkeep	chitChatHh			 				Turnkeep	CoOccur	FPPinsert
3496	3496	DID42	there is not a pressure a cultural ethos who is pressurizing	there is not a pressure a cultural ethos who is pressurizing	p2	p1	Interactionstructuring	chitChatHh		a pressure a ethos who	pressure ethos who is is				Interactionstructuring	Binding	FPPbase
3497	3497	DID42	that you have to obey	that you have to obey	p2	p1	Inform	chitChatHh			you have obey				Inform	Progressive	FPPinsert
3498	3498	DID42	you can not have conflicts	you can not have conflicts	p1	p2	Inform	chitChatHh		conflicts	you conflicts conflicts can have	can not have			Inform	Progressive	FPPinsert
3499	3499	DID42	you have to become like Rama	you have to become like Rama	p1	p2	Inform	chitChatHh			you have become	to become like			Inform	Progressive	FPPinsert
3500	3500	DID42	Yeah	Yeah	p1	p2	Confirm	chitChatHh		Yeah	 				Confirm	Progressive	SPPbase
3501	3501	DID42	and	and	p1	p2	Turnkeep	chitChatHh		and	 				Turnkeep	CoOccur	FPPinsert
3502	3502	DID42	we do not know if he really existed its all in the mythology	we do not know if he really existed its all in the mythology	p2	p1	Disagreement	chitChatHh		mythology	we he mythology all do know existed	do nt know			Disagreement	Progressive	SPPbase
3503	3503	DID42	yes that is the thing	yes that is the thing	p2	p1	Agreement	chitChatHh		yes s thing	that thing s				Agreement	Progressive	SPPbase
3504	3504	DID42	here you have a love affection you have accountability responsibility	here you have a love affection you have accountability responsibility	p2	p1	Inform	chitChatHh		a love affection accountability responsibility	you love affection you accountability responsibility affection responsibility have have				Inform	Progressive	FPPinsert
3505	3505	DID42	and	and	p2	p1	Turnkeep	chitChatHh		and	 				Turnkeep	CoOccur	FPPinsert
3506	3506	DID42	you are not bound to	you are not bound to	p2	p1	Inform	chitChatHh			 are bound	are not bound			Inform	Progressive	FPPinsert
3507	3507	DID42	And I think the same thing should be in India	And I think the same thing should be in India  	p1	p2	Offer	chitChatHh		And I thing 	I thing think should be	should be in			Offer	CoOccur	FPPbase
3508	3508	DID42	we are learning only the things that we are shown	we are learning only the things that we are shown	p1	p2	Inform	chitChatHh		things	we things things that are learning are shown				Inform	Progressive	FPPinsert
3509	3509	DID42	we do not evaluate	we do not evaluate	p1	p2	Inform	chitChatHh			we do evaluate	do not evaluate			Inform	Progressive	FPPinsert
3510	3510	DID42	we don not have the sense to evaluate the wrong from the right	we don not have the sense to evaluate the wrong from the right	p2	p1	Inform	chitChatHh		sense wrong right	we sense wrong right sense wrong don have evaluate	don not have to evaluate the			Inform	Progressive	FPPinsert
3511	3511	DID42	yes	yes	p2	p1	Confirm	chitChatHh		yes	 				Confirm	Progressive	SPPbase
3512	3512	DID42	the many things that I felt very pathetic this is 21st century and we are fighting for ram mandir	the many things that I felt very pathetic this is 21st century and we are fighting for ram mandir	p1	p2	Suggest	chitChatHh		things I century and ram mandir	things I this century we ram mandir that felt is are fighting	are fighting for			Suggest	Binding	FPPbase
3513	3513	DID42	and cow meat and this	and cow meat and this	p2	p1	Addresssuggest	chitChatHh		and cow meat and	cow meat 				Addresssuggest	Binding	SPPbase
3514	3514	DID42	and we are fighting for beef pork and chicken	and we are fighting for beef pork and chicken	p1	p2	Addresssuggest	chitChatHh		and beef pork and chicken	we beef pork chicken are fighting	are fighting for			Addresssuggest	Binding	SPPbase
3515	3515	DID42	I was pretty annoyed at these things	I was pretty annoyed at these things	p1	p2	Confirm	chitChatHh		I things	I things was				Confirm	Progressive	SPPbase
3516	3516	DID42	common lets talk about something that is more important	common lets talk about something that is more important	p1	p2	Acceptsuggest	chitChatHh		lets something	lets something that talk is				Acceptsuggest	Binding	SPPbase
3517	3517	DID42	your family	your family	p1	p2	Acceptsuggest	chitChatHh		family	family 				Acceptsuggest	Binding	SPPbase
